#ZVView-data-copy:  25-Jan-2019 04:42:21
#=======================================
#
#name:   79-AU-197(N,G)79-AU-198,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  2424
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
       0.00047            0         12.3            0  # 1961,R.C.Block+          ## 11935026
       0.00049            0           10            0  # 1964,V.A.Konks+          ## 40799004
      0.000494            0          7.9            0  # 1964,E.Haddad+           ## 12196002
      0.000495            0          9.2            0  # 1961,R.C.Block+          ## 11935026
       0.00052            0           10            0  # 1964,V.A.Konks+          ## 40799004
       0.00053            0          7.4            0  # 1961,R.C.Block+          ## 11935026
       0.00055            0         10.8            0  # 1961,R.C.Block+          ## 11935026
       0.00058            0         13.5            0  # 1961,R.C.Block+          ## 11935026
       0.00058            0         12.9            0  # 1964,E.Haddad+           ## 12196002
        0.0006            0           10            0  # 1964,V.A.Konks+          ## 40799004
       0.00063            0         13.5            0  # 1961,R.C.Block+          ## 11935026
       0.00065            0         11.3            0  # 1961,R.C.Block+          ## 11935026
       0.00065            0           10            0  # 1964,V.A.Konks+          ## 40799004
        0.0007            0         10.8            0  # 1961,R.C.Block+          ## 11935026
        0.0007            0          7.6            0  # 1964,E.Haddad+           ## 12196002
       0.00075            0         11.5            0  # 1961,R.C.Block+          ## 11935026
       0.00075            0          9.5            0  # 1964,V.A.Konks+          ## 40799004
      0.000795            0          9.9            0  # 1961,R.C.Block+          ## 11935026
       0.00084            0          8.5            0  # 1964,V.A.Konks+          ## 40799004
       0.00085            0          6.9            0  # 1964,E.Haddad+           ## 12196002
       0.00086            0          8.2            0  # 1961,R.C.Block+          ## 11935026
       0.00093            0          6.4            0  # 1961,R.C.Block+          ## 11935026
     0.0009576            0         5.53       1.1613  # 1970,M.P.Fricke+         ## 10049007
       0.00099            0          7.4            0  # 1961,R.C.Block+          ## 11935026
         0.001            0          7.4            0  # 1964,E.Haddad+           ## 12196002
      0.001007            0         9.21        1.842  # 1970,M.P.Fricke+         ## 10049007
       0.00105            0          7.5            0  # 1964,V.A.Konks+          ## 40799004
      0.001064            0         7.02       1.3338  # 1970,M.P.Fricke+         ## 10049007
       0.00108            0          7.5            0  # 1961,R.C.Block+          ## 11935026
      0.001124            0         6.54       1.1772  # 1970,M.P.Fricke+         ## 10049007
       0.00117            0          4.8            0  # 1964,E.Haddad+           ## 12196002
       0.00118            0          7.2            0  # 1961,R.C.Block+          ## 11935026
       0.00119            0         6.84       1.1628  # 1970,M.P.Fricke+         ## 10049007
      0.001253            0         7.03       1.1248  # 1970,M.P.Fricke+         ## 10049007
       0.00126            0          7.6            0  # 1961,R.C.Block+          ## 11935026
        0.0013            0          6.5            0  # 1964,V.A.Konks+          ## 40799004
      0.001321            0         6.87       1.0305  # 1970,M.P.Fricke+         ## 10049007
       0.00135            0         6.35            0  # 1964,E.Haddad+           ## 12196002
       0.00138            0          6.9            0  # 1961,R.C.Block+          ## 11935026
      0.001393            0         6.43       0.9645  # 1970,M.P.Fricke+         ## 10049007
      0.001469            0         6.76       0.9464  # 1970,M.P.Fricke+         ## 10049007
        0.0015            0            6            0  # 1964,V.A.Konks+          ## 40799004
      0.001553            0         3.99       0.5586  # 1970,M.P.Fricke+         ## 10049007
        0.0016            0          4.3            0  # 1960,E.G.Bilpuch+        ## 11187004
        0.0016            0          6.4            0  # 1960,E.G.Bilpuch+        ## 11187005
       0.00163            0         4.15            0  # 1964,E.Haddad+           ## 12196002
      0.001645            0         3.92       0.5488  # 1970,M.P.Fricke+         ## 10049007
       0.00168            0          5.4            0  # 1961,R.C.Block+          ## 11935026
      0.001745            0         5.35        0.749  # 1970,M.P.Fricke+         ## 10049007
       0.00178            0          4.7            0  # 1961,R.C.Block+          ## 11935026
        0.0018            0            5            0  # 1964,V.A.Konks+          ## 40799004
      0.001843            0         4.24       0.5512  # 1970,M.P.Fricke+         ## 10049007
       0.00193            0         4.25            0  # 1964,E.Haddad+           ## 12196002
      0.001941            0         3.57       0.4641  # 1970,M.P.Fricke+         ## 10049007
      0.002046            0          5.1        0.612  # 1970,M.P.Fricke+         ## 10049007
        0.0021            0          4.5            0  # 1964,V.A.Konks+          ## 40799004
       0.00213            0          4.3            0  # 1961,R.C.Block+          ## 11935026
      0.002161            0         4.38       0.5256  # 1970,M.P.Fricke+         ## 10049007
      0.002285            0         3.06       0.3672  # 1970,M.P.Fricke+         ## 10049007
       0.00239            0         2.39            0  # 1964,E.Haddad+           ## 12196002
        0.0024            0          3.6            0  # 1961,R.C.Block+          ## 11935026
       0.00242            0         3.51       0.3861  # 1970,M.P.Fricke+         ## 10049007
        0.0025            0          2.7            0  # 1960,E.G.Bilpuch+        ## 11187004
        0.0025            0            4            0  # 1960,E.G.Bilpuch+        ## 11187005
      0.002568            0         3.28       0.3608  # 1970,M.P.Fricke+         ## 10049007
       0.00273            0         2.73        0.273  # 1970,M.P.Fricke+         ## 10049007
        0.0028            0          3.6            0  # 1964,V.A.Konks+          ## 40799004
       0.00288            0         2.53            0  # 1961,R.C.Block+          ## 11935026
       0.00289            0         2.84        0.284  # 1970,M.P.Fricke+         ## 10049007
       0.00295            0          2.7            0  # 1960,E.G.Bilpuch+        ## 11187004
       0.00295            0          4.1            0  # 1960,E.G.Bilpuch+        ## 11187005
       0.00298            0         2.55            0  # 1964,E.Haddad+           ## 12196002
         0.003            0         3.34            0  # 1973,F.Froehner          ## 21020002
      0.003044            0         2.58       0.2322  # 1970,M.P.Fricke+         ## 10049007
      0.003209            0         2.14       0.1926  # 1970,M.P.Fricke+         ## 10049007
      0.003393            0         2.72       0.2448  # 1970,M.P.Fricke+         ## 10049007
        0.0035            0          2.8            0  # 1961,R.C.Block+          ## 11935026
        0.0035            0          3.2            0  # 1964,V.A.Konks+          ## 40799004
      0.003588            0         2.76       0.2484  # 1970,M.P.Fricke+         ## 10049007
        0.0036       0.0004         2.83        0.176  # 1983,N.Yamamuro+         ## 21911003
        0.0038            0         2.64       0.2376  # 1970,M.P.Fricke+         ## 10049007
       0.00385            0         2.59            0  # 1964,E.Haddad+           ## 12196002
      0.004036            0         2.91       0.2328  # 1970,M.P.Fricke+         ## 10049007
       0.00429            0         2.62       0.2096  # 1970,M.P.Fricke+         ## 10049007
        0.0044            0          2.4            0  # 1961,R.C.Block+          ## 11935026
        0.0045       0.0005         2.26        0.129  # 1983,N.Yamamuro+         ## 21911003
      0.004569            0         1.92       0.1344  # 1970,M.P.Fricke+         ## 10049007
        0.0046            0         2.42            0  # 1964,E.Haddad+           ## 12196002
        0.0046            0          2.7            0  # 1964,V.A.Konks+          ## 40799004
      0.004877            0         2.11       0.1477  # 1970,M.P.Fricke+         ## 10049007
         0.005            0         1.89            0  # 1964,E.Haddad+           ## 12196002
         0.005            0         2.18            0  # 1973,F.Froehner          ## 21020002
      0.005033       2.3e-5          0.8       0.1248  # 2011,C.Lederer+          ## 23152004
     0.0050795      2.35e-5        0.658       0.1066  # 2011,C.Lederer+          ## 23152004
     0.0051265      2.35e-5         1.25       0.1625  # 2011,C.Lederer+          ## 23152004
      0.005171            0          2.1        0.147  # 1970,M.P.Fricke+         ## 10049007
      0.005174       2.4e-5        2.099      0.16792  # 2011,C.Lederer+          ## 23152004
      0.005222       2.4e-5        1.623      0.14769  # 2011,C.Lederer+          ## 23152004
       0.00527       2.4e-5        1.076       0.1119  # 2011,C.Lederer+          ## 23152004
     0.0053185      2.45e-5        2.328      0.17227  # 2011,C.Lederer+          ## 23152004
      0.005368       2.5e-5        2.255      0.16011  # 2011,C.Lederer+          ## 23152004
      0.005418       2.5e-5        1.564      0.26901  # 2011,C.Lederer+          ## 23152004
      0.005451            0            2         0.16  # 1970,M.P.Fricke+         ## 10049007
      0.005468       2.5e-5        1.498      0.25316  # 2011,C.Lederer+          ## 23152004
        0.0055            0         2.13            0  # 1961,R.C.Block+          ## 11935026
        0.0055       0.0005         1.89        0.109  # 1983,N.Yamamuro+         ## 21911003
        0.0055       0.0005        2.166        0.117  # 1974,V.S.Shorin+         ## 40222002
        0.0055       0.0005         2.28        0.187  # 1977,V.N.Kononov+        ## 40520002
     0.0055185      2.55e-5        2.554      0.21709  # 2011,C.Lederer+          ## 23152004
     0.0055695      2.55e-5        3.307      0.21826  # 2011,C.Lederer+          ## 23152004
      0.005621       2.6e-5        2.197      0.17356  # 2011,C.Lederer+          ## 23152004
      0.005673       2.6e-5         1.46      0.19418  # 2011,C.Lederer+          ## 23152004
        0.0057            0         2.13            0  # 1964,E.Haddad+           ## 12196002
     0.0057255      2.65e-5        2.575      0.19312  # 2011,C.Lederer+          ## 23152004
      0.005748            0         2.05        0.164  # 1970,M.P.Fricke+         ## 10049007
     0.0057785      2.65e-5        1.312       0.2401  # 2011,C.Lederer+          ## 23152004
      0.005832       2.7e-5        2.843      0.20754  # 2011,C.Lederer+          ## 23152004
      0.005886       2.7e-5        2.068      0.18612  # 2011,C.Lederer+          ## 23152004
     0.0059405      2.75e-5        2.399      0.17992  # 2011,C.Lederer+          ## 23152004
     0.0059955      2.75e-5        1.299      0.11171  # 2011,C.Lederer+          ## 23152004
